UNK	GMP1	GMP2	GMP3	MKP	pDC	Bcell	CD4Tcell	CD8Tcell	NKcell	CLP	Ery	LMPP	CMP	GMP	HSC	MEP	Mono	MPP
ENSG00000144452	2	4	42	5	4	172	60	7	4	29	306	2	145	78	215	152	49	1	102
ENSG00000227769	0	0	0	0	6	17	1	0	3	0	138	0	4	5	21	2	1	0	1
ENSG00000237571	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138363	1976	2869	3435	4010	9457	2439	4324	7702	6096	3568	3110	803	8565	16698	18694	9882	27012	2802	11604
ENSG00000115414	80	4	93	13	99	56	476	679	426	224	202	36	477	540	886	491	555	319	469
ENSG00000230695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237525	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	1	0	6	0
ENSG00000227981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235770	0	0	0	1	2	0	0	15	2	11	0	13	1	1	0	1	0	13	1
ENSG00000230838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000227824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000226276	0	0	0	0	1	12	2	9	14	13	7	0	4	2	9	15	2	0	8
ENSG00000118242	29	45	22	5	24	191	88	136	115	129	98	6	122	65	175	84	87	7	91
ENSG00000115425	2	34	3	83	483	14	513	1636	814	762	32	195	186	494	287	511	1640	1090	430
ENSG00000163449	0	0	2	0	6	0	97	329	167	139	8	0	16	12	3	56	21	60	37
ENSG00000079246	5939	6411	8033	17973	34964	25621	26607	44172	35509	32939	36857	16606	35216	65591	83522	38986	72485	40737	46022
ENSG00000260804	256	276	458	1221	1270	989	869	2551	1924	1510	1994	249	1438	2541	3278	861	1795	434	1400
ENSG00000144583	0	0	0	0	264	0	0	0	2	1	0	0	1	20	1	0	27	0	0
ENSG00000231092	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0
ENSG00000233581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000235042	0	0	0	0	0	0	0	35	0	0	0	0	4	0	0	0	1	1	0
ENSG00000138375	435	355	435	1211	1325	959	861	1192	739	1304	620	483	1540	3520	3304	1860	4667	1018	2525
ENSG00000241520	0	0	0	0	0	6	8	25	3	1	1	0	9	6	1	4	4	3	1
ENSG00000197756	12736	17275	16022	29241	34746	26142	52970	99723	61248	24796	24740	6596	57841	117392	89462	77450	118888	29349	101773
ENSG00000224391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225794	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
ENSG00000115457	63	67	17	2	3	88	1	0	2	2	0	1	45	102	541	0	52	5	41
ENSG00000115461	0	0	0	0	320	0	1	2	2	0	0	0	0	0	1	5	4	1	2
ENSG00000236886	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
ENSG00000229352	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118245	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000237479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227021	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000236295	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000223874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259855	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000233143	0	0	0	0	0	0	1	7	10	5	4	0	0	2	0	3	0	1	0
ENSG00000231672	9	0	8	0	11	4	338	150	110	174	21	1	34	36	31	42	11	12	10
ENSG00000079308	750	791	1023	1919	7002	545	14	11	8	6	973	56223	1791	2997	3331	7676	2138	612	8898
ENSG00000223923	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	3	2
ENSG00000188282	0	0	0	0	16	0	0	12	3	1	0	0	0	1	1	18	0	73	12
ENSG00000180871	36	0	20	12	13	42	2	3	96	6376	6	6	65	117	445	21	136	1402	1
ENSG00000163464	0	0	0	0	0	1	0	0	23	1479	0	0	7	16	23	6	35	73	2
ENSG00000163466	9140	9204	10275	22859	33301	35291	33919	52841	44695	72759	17351	2419	31490	56063	106682	28965	33442	102471	40664
ENSG00000179921	39	0	3	0	58	27	5	19	8	10	0	0	14	2	72	11	8	921	10
ENSG00000127837	487	281	247	314	855	484	160	306	263	349	169	86	441	678	1293	309	1083	846	770
ENSG00000127838	5517	4709	5215	3828	4116	451	654	1000	621	334	115	124	2606	5851	8822	3005	6175	5820	5058
ENSG00000135926	615	282	584	831	8061	508	1762	4024	2199	4662	669	6345	1182	4348	1546	1970	4535	8283	2566
ENSG00000237281	3	17	3	1	12	5	2	0	0	0	0	0	5	12	9	20	8	78	9
ENSG00000158428	7	4	16	0	0	0	0	4	3	4	2	1	10	11	17	71	8	64	13
ENSG00000018280	3	67	105	0	575	0	6	167	50	30	2	5	13	32	44	29	175	13322	67
ENSG00000144579	456	488	334	2413	1485	1118	711	1992	1213	1819	288	86	971	2458	2306	1455	2679	3461	2293
ENSG00000273361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127831	12	0	0	0	2	7	17	58	37	36	6	9	14	15	35	19	12	4	24
ENSG00000135913	214	275	422	686	1820	652	2880	3538	2596	2641	2636	2511	3700	4423	5950	2997	4678	1589	2775
ENSG00000144580	2013	1825	1440	4985	4540	2865	2774	3949	3556	3078	4292	1990	3942	7557	9004	3360	7813	2982	4773
ENSG00000115556	302	84	356	263	234	216	640	429	321	493	267	85	274	448	578	284	471	330	437
ENSG00000273466	2	2	4	29	6	19	29	62	15	66	16	5	19	22	19	9	18	9	13
ENSG00000115568	2312	1243	1851	3716	2657	2459	2137	2812	1642	2174	714	292	1928	3547	6546	2523	4913	2926	3453
ENSG00000074582	215	94	278	307	424	510	455	561	242	278	86	36	388	776	914	536	1036	295	640
ENSG00000163481	160	59	53	710	87	147	276	266	185	260	49	19	119	198	263	217	338	276	292
ENSG00000163482	438	292	334	777	145	448	108	212	224	157	166	87	437	918	1019	494	962	427	481
ENSG00000135912	609	572	285	1502	1062	2665	2013	1223	780	979	639	1192	1174	2208	3768	1241	3114	5978	1682
ENSG00000135929	0	0	0	0	34	0	0	0	5	3	0	0	0	0	0	0	0	2830	0
ENSG00000272555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0
ENSG00000115592	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	0
ENSG00000115596	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000135925	0	0	0	2	0	13	37	38	4	2	0	1	0	1	0	0	0	0	0
ENSG00000228135	0	0	0	0	0	0	37	12	0	0	0	2	0	0	0	0	1	0	3
ENSG00000235024	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000171450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000236445	0	0	0	0	0	0	2	1	0	0	0	0	1	5	0	0	0	0	1
ENSG00000163497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163499	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224090	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181378	0	0	0	0	0	0	1	4	1	2	0	0	0	0	2	0	0	1	2
ENSG00000163501	0	0	0	0	11	0	0	1	0	0	0	2	0	1	0	1	0	1	0
ENSG00000272644	12	46	3	33	69	32	81	143	106	81	50	58	95	229	153	136	137	125	105
ENSG00000187736	0	7	0	0	3	0	26	26	23	10	9	8	8	21	16	20	7	23	30
ENSG00000213901	0	0	0	0	3	0	36	18	7	53	17	10	14	2	7	19	2	49	6
ENSG00000115649	521	236	1018	3050	3661	1638	1629	1411	1243	1670	1103	1450	1027	2188	2709	1918	2307	2987	2853
ENSG00000144567	1054	761	1205	3185	4532	1622	2895	5661	3670	3817	2165	1667	3405	6529	6383	5529	6219	5510	6509
ENSG00000158552	451	569	287	701	1743	691	401	1183	774	485	103	245	453	1032	1251	772	821	678	1199
ENSG00000115657	3	1	10	0	71	5	32	60	21	14	9	377	7	34	26	38	97	4	39
ENSG00000198925	596	624	918	1464	4343	1242	1224	2057	1476	1442	547	1858	900	3922	2288	2047	4729	4317	3438
ENSG00000163516	94	98	30	21	271	345	699	1844	1219	965	321	208	411	625	551	481	932	748	862
ENSG00000163521	58	90	85	89	840	47	43	146	146	89	94	84	638	836	899	879	527	855	1214
ENSG00000115661	114	84	266	116	340	257	413	669	420	307	196	67	163	240	391	291	369	575	474
ENSG00000127824	208	526	749	1578	2817	462	2530	5720	3373	1694	935	777	163	907	1353	1047	675	4213	779
ENSG00000135924	72	133	128	16	532	540	1312	1688	829	431	146	584	64	320	121	330	73	724	479
ENSG00000054356	0	0	0	0	0	0	0	1	6	1	0	3	0	0	2	8	10	2	0
ENSG00000230432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000123992	662	287	539	850	993	185	795	1028	681	618	329	8	812	1908	2685	1402	2115	1194	1758
ENSG00000229525	0	1	0	0	0	0	0	0	3	0	0	0	0	8	0	1	60	0	2
ENSG00000175084	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	119	16	1
ENSG00000234638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000072195	0	0	1	0	49	1	1	65	103	0	1	0	0	6	1	45	1	0	47
ENSG00000227432	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000268603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144591	569	480	377	568	2269	615	807	482	343	293	103	71	330	872	1790	348	1160	1190	558
ENSG00000072182	6	0	0	0	44	0	0	0	0	0	0	0	1	2	2	2	1	2	2
ENSG00000123989	11	27	17	43	133	501	23	57	35	114	0	0	30	378	102	54	98	4	77
ENSG00000188760	0	0	0	0	34	1	2	4	2	2	0	1	11	22	39	23	3	0	20
ENSG00000268896	0	0	0	0	19	0	0	0	0	0	0	0	0	5	1	5	0	0	0
ENSG00000124006	1040	480	735	159	2571	233	0	0	0	0	1	0	891	1224	1291	1625	847	0	1721
ENSG00000269068	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	8
ENSG00000123999	5	2	2	0	33	0	0	0	0	0	4	0	4	176	4	14	8	0	39
ENSG00000144589	607	184	301	388	530	918	160	197	112	252	67	13	320	880	1313	345	546	782	827
ENSG00000228973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114923	3	0	0	0	6	137	0	0	1	5	0	0	9	0	20	0	0	1	0
ENSG00000267919	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227308	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116106	0	0	0	0	76	1780	990	4647	1372	3037	0	0	7	24	66	2	46	5	30
ENSG00000272944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000135903	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000267034	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	1	1	0
ENSG00000163082	55	19	38	37	45	60	464	1963	564	142	71	20	141	127	198	259	179	42	200
ENSG00000261428	10	43	19	12	48	153	147	299	244	115	70	68	255	137	328	450	242	67	181
ENSG00000116120	861	715	907	2053	1988	509	1997	2946	2652	1879	2061	2897	5648	6487	10470	3733	10085	1766	4201
ENSG00000124003	0	0	0	0	13	4	0	0	0	0	3	0	4	0	28	0	0	5	0
ENSG00000123983	898	626	1119	2587	1808	2709	2489	2777	2604	3732	2910	2095	2719	3755	9188	2115	5196	4152	2431
ENSG00000234193	7	1	1	0	10	19	40	54	40	36	16	7	32	34	56	23	38	49	34
ENSG00000152049	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171951	0	0	0	0	0	0	1	0	0	2	0	0	0	437	2	4	1	0	0
ENSG00000152056	14	37	49	190	3	321	787	82	89	296	26	2	138	282	884	78	144	161	137
ENSG00000085449	1786	2142	2423	3327	4706	2006	3486	3579	2589	4919	1721	387	2154	4264	7918	4022	3712	7626	3954
ENSG00000135900	259	148	252	212	732	486	913	1593	1206	805	659	340	707	1597	1811	972	2323	1282	1448
ENSG00000228802	4	0	1	0	0	0	8	7	5	7	8	1	3	5	2	5	8	16	3
ENSG00000135919	945	670	392	592	4758	257	42	410	237	499	192	36	2123	6401	2369	3298	11006	5	4442
ENSG00000124019	252	160	94	60	765	156	6	152	6	121	39	28	452	2739	1251	3580	9273	465	3609
ENSG00000036257	1211	762	753	1929	3458	1876	11083	9975	7955	11643	11022	5758	7293	10796	15461	8253	12193	9512	9282
ENSG00000135905	4219	1853	3068	8391	6769	9416	29312	46296	38517	36337	14159	45	9369	9198	25107	12573	3630	19466	11200
ENSG00000232784	0	0	0	0	0	1	0	13	13	0	6	8	4	0	1	20	0	0	7
ENSG00000144460	14	0	1	0	31	7	0	20	28	10	19	23	13	0	4	77	1	0	22
ENSG00000273301	0	5	0	0	6	4	1	0	1	0	6	0	0	0	0	6	0	0	0
ENSG00000235070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169047	0	0	2	0	48	12	1292	577	623	8	28	2	101	21	48	15	3	341	24
ENSG00000272622	0	0	0	0	0	0	5	4	0	0	0	0	0	5	0	0	0	0	0
ENSG00000144468	413	380	392	1100	2394	959	9331	4198	3105	2814	2283	7919	2116	3429	5181	3148	6378	3926	3308
ENSG00000081052	33	0	3	82	14	43	1757	193	159	176	29	98	112	95	91	48	149	69	128
ENSG00000169031	0	4	5	27	29	3	822	71	82	78	39	0	52	85	104	88	63	15	118
ENSG00000236432	1	3	0	6	15	6	130	70	52	56	36	0	73	76	89	66	72	9	74
ENSG00000168958	691	895	893	1099	3300	1274	4970	5406	4318	3886	4406	1115	3307	7803	7049	5068	7080	4010	6135
ENSG00000168955	7	7	0	11	1	0	28	31	17	18	27	5	7	41	8	20	6	11	6
ENSG00000173744	1367	735	916	1836	3013	1068	8812	8027	6546	6173	7226	4016	3689	6110	8548	5533	7898	21553	5664
ENSG00000042304	10	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0
ENSG00000135917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000115009	0	0	0	0	0	0	0	18	0	5	0	0	0	0	0	0	0	24	0
ENSG00000123977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000153820	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000232023	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000153823	0	0	0	26	183	0	0	1	1	73	29	0	0	0	1	0	0	10120	0
ENSG00000187957	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21	0
ENSG00000153827	8247	7739	8021	17059	23300	16407	22903	28686	23705	36640	24530	25818	21581	38605	53840	28030	44967	44901	30449
ENSG00000153832	36	52	201	318	175	88	79	373	322	164	123	5	242	372	701	353	473	148	526
ENSG00000163053	49	41	44	886	1	60	290	56	30	26	389	0	660	276	747	414	129	5	467
ENSG00000225963	13	30	21	173	13	18	667	374	232	280	140	0	71	112	144	54	96	477	124
ENSG00000135899	2624	2322	2783	4566	2743	2812	27411	16961	13233	13215	6796	659	5065	5659	9061	6364	5436	15245	6835
ENSG00000079263	1	0	0	2	18	1	11792	5343	3172	4225	168	11	22	101	59	26	23	992	51
ENSG00000185404	399	212	235	401	697	131	4940	3777	2624	2010	1456	113	1194	1834	1650	1512	2112	1608	1845
ENSG00000067066	2380	1258	1456	2425	3449	2562	33257	22864	16907	20746	5118	7718	5803	7460	14936	8295	7452	19410	8754
ENSG00000235419	0	1	0	0	0	2	23	24	8	20	2	12	4	2	13	5	2	8	8
ENSG00000226125	0	0	0	0	7	1	0	0	0	0	6	0	1	1	3	0	8	40	6
ENSG00000135932	1203	1281	1547	1905	5451	2942	9266	20953	16280	14346	9815	3922	4583	10495	10588	7263	18236	17991	8242
ENSG00000135916	3956	4005	6644	11827	1591	27578	1013	556	413	66	1170	1	5643	4622	17957	5156	1182	160	6165
ENSG00000232520	0	0	0	0	1	20	0	7	5	0	0	0	0	0	0	0	0	0	0
ENSG00000135898	0	0	13	0	2	1	4	190	317	2	2	0	10	4	14	10	0	3	14
ENSG00000230385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238062	0	0	0	0	0	0	1	12	3	0	0	0	0	1	0	1	1	1	0
ENSG00000173699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204128	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	6	1	0	0
ENSG00000173692	3137	3302	3508	6294	14135	6003	4247	6772	5630	7492	6078	11473	8720	19629	25832	9226	22982	11965	11824
ENSG00000135914	177	4	3	15	36	13	180	241	235	157	101	206	114	258	247	172	258	369	220
ENSG00000135931	135	54	18	200	100	99	38	24	48	22	35	49	322	465	602	182	256	2	319
ENSG00000156966	37	59	403	1341	24	1995	427	0	17	3188	8	3	96	265	4540	130	37	58	213
ENSG00000233538	52	14	21	9	67	56	53	108	43	87	24	6	58	92	205	77	121	97	92
ENSG00000115053	172142	163538	131413	210714	290313	165208	68262	106421	87027	100770	108223	36647	142393	259010	431063	143951	343938	83149	174829
ENSG00000171596	2	0	13	23	44	0	0	10	76	2695	0	0	22	8	20	5	1	7	1
ENSG00000177673	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269363	1	0	0	0	0	0	0	1	2	0	0	0	0	2	2	5	1	2	0
ENSG00000187514	90780	95934	93668	175771	293835	218070	58355	72711	48624	54220	132816	30799	64122	151027	197476	67827	165856	55340	101871
ENSG00000156973	512	739	431	1677	2479	1504	1884	3069	2433	2542	4201	292	2348	4354	5038	2389	3972	2712	4389
ENSG00000144524	1787	1375	2337	4185	4728	1835	2269	3940	2954	3009	2660	680	3251	5225	6638	4046	5923	2922	4583
ENSG00000163273	14	0	0	0	0	0	8	0	0	0	61	0	0	0	4	0	8	0	2
ENSG00000144535	362	199	168	510	691	710	1391	2070	1363	953	895	258	695	1407	1401	1302	1665	1310	1582
ENSG00000227033	0	0	0	0	2	0	17	16	17	14	15	7	9	20	7	11	16	17	4
ENSG00000163283	1	0	0	0	3	0	0	0	0	0	0	0	6	12	1	71	2	0	55
ENSG00000224516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163286	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	5	0	0	4
ENSG00000237087	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2
ENSG00000163295	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171551	0	0	0	0	356	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000237412	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135902	0	5	0	0	1	0	25	42	51	1	2	1	20	13	14	6	16	16	1
ENSG00000196811	4	18	0	52	0	1	63	149	150	13	1	0	20	49	29	62	79	27	30
ENSG00000221944	123	82	61	333	407	273	1192	3240	2168	556	979	311	859	1308	1016	1508	1495	732	1420
ENSG00000135930	443	287	333	1597	2007	1510	2505	3593	2365	3593	2463	1320	2090	4097	4816	2717	5028	7334	3013
ENSG00000237126	0	0	14	0	50	2	31	65	28	24	3	4	17	28	52	17	70	113	48
ENSG00000115468	1	0	0	0	0	0	0	175	174	9	2	0	0	0	4	0	1	0	0
ENSG00000204120	2140	1665	2204	2952	8836	3876	5940	7987	6123	8900	5691	5312	6819	11253	14014	9030	11969	9937	9928
ENSG00000115474	34	24	0	0	7	31	178	227	104	101	102	134	118	98	105	110	76	162	77
ENSG00000182600	14	113	0	1	14	1	9	13	2	6	2	2	6	18	29	4	11	3	4
ENSG00000066248	1	0	0	0	0	0	1	4	8	1	0	0	0	0	2	1	2	8	6
ENSG00000222001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000115488	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000168918	6791	4984	5096	11384	11742	9472	13211	9884	7139	18685	5769	1421	8310	16043	22549	13279	21157	17558	16691
ENSG00000085978	1370	215	347	573	1060	523	1046	2564	1969	1688	525	490	548	796	1141	619	1120	1027	764
ENSG00000130561	1	0	0	0	2	3	48	6	1	5	14	0	2	1	7	1	3	5	0
ENSG00000259793	0	0	0	0	1	2	13	1	5	1	21	0	0	1	1	0	0	1	0
ENSG00000077044	1759	377	631	1386	5537	2399	6502	3887	2693	2891	822	10	892	2004	3643	1067	1008	5778	1739
ENSG00000085982	186	186	102	441	829	564	1646	1053	920	756	902	2	884	1335	2014	2093	1585	1020	1975
ENSG00000241635	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242515	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244122	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167165	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSG00000224814	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185038	3	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
ENSG00000123485	239	403	491	610	3047	1638	63	55	41	37	3016	5155	958	1664	2689	388	2211	85	416
ENSG00000144481	0	0	0	2	1	0	0	2	2	35	1	0	6	1	1	0	0	0	0
ENSG00000237581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228162	0	0	0	0	0	0	1	7	3	1	0	0	0	0	0	0	0	0	0
ENSG00000231682	0	0	0	0	0	0	3	387	119	13	0	0	0	0	0	0	0	0	0
ENSG00000188042	228	477	724	4416	560	19979	3852	39381	31704	79203	325	44	4019	1174	7809	1657	166	7172	1245
ENSG00000130147	2829	1609	1663	2407	825	5182	255	11	5	103	423	0	5685	3662	9212	8167	486	727	6448
ENSG00000226542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157985	8	9	12	0	466	1	3	171	526	2752	14	205	46	156	58	160	1252	6	205
ENSG00000222007	0	0	0	0	8	0	0	0	4	39	0	1	1	1	1	3	8	0	0
ENSG00000168505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182177	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
ENSG00000132321	0	0	6	0	13	0	41	30	196	23	0	0	20	8	23	500	19	0	109
ENSG00000270540	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232893	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0
ENSG00000144476	5	52	93	1300	71	98	31	240	192	445	5	0	340	90	392	286	62	282	353
ENSG00000232328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124835	3	0	0	0	1	6	7	22	15	5	1	5	21	50	27	17	20	1	21
ENSG00000227252	10	6	2	51	190	0	30	78	54	24	6	18	13	56	65	158	90	34	50
ENSG00000198612	400	252	199	531	1359	740	2415	2843	2502	2737	2108	1024	1758	3081	3253	2325	2701	2463	2503
ENSG00000224844	0	3	0	0	4	0	5	4	5	4	5	3	16	4	10	12	7	1	15
ENSG00000224132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
ENSG00000163359	5	0	0	1	172	0	0	327	380	12	14	14	6	23	29	39	11	8	48
ENSG00000222022	0	0	0	0	5	0	0	4	3	0	0	0	0	1	0	2	0	0	0
ENSG00000222032	0	0	0	0	25	0	0	15	23	3	1	0	0	10	6	0	0	0	1
ENSG00000115648	10	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	3	2
ENSG00000071677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124839	138	7	22	18	0	1	1	0	0	0	0	0	0	0	13	3	0	6	5
ENSG00000234949	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	3
ENSG00000227107	8	0	2	14	0	59	6	0	0	0	1	0	7	2	10	89	0	21	79
ENSG00000124831	32372	19970	23946	51407	30060	49599	27178	44902	31340	32321	31190	354	24994	38770	75246	46244	25835	94510	48043
ENSG00000177483	7	27	6	62	16	38	70	147	151	104	95	0	51	50	120	98	28	177	80
ENSG00000132329	28	0	1	0	94	1	0	0	0	25	0	0	95	53	19	39	1	0	60
ENSG00000184182	108	115	18	59	1129	2230	761	1977	926	3497	248	1304	502	1513	1174	1221	2373	1934	1931
ENSG00000258984	45	0	0	0	8	22	29	62	41	163	17	21	12	26	11	26	29	27	34
ENSG00000132330	38	35	19	53	204	9	155	200	163	277	53	44	177	139	163	87	171	105	233
